Image,Set,Class_ID,Class_Name,X,Y,Width,Height
Screenshot-2025-03-31-101052_png.rf.910e74cd4b07c8d757c198ea97d3cc84.jpg,train,10,surprised_female,0.175,0.41796875,0.19296875,0.65078125
Screenshot-2025-03-31-101052_png.rf.910e74cd4b07c8d757c198ea97d3cc84.jpg,train,10,surprised_female,0.80703125,0.30703125,0.115625,0.3703125
Screenshot-2025-03-30-033001_png.rf.af542b95e16e138673640370ef06cc52.jpg,train,7,sad_male,0.4140625,0.4203125,0.44296875,0.79609375
Screenshot-2025-03-28-023955_png.rf.be31b656986523da37d26f01f989aa25.jpg,train,7,sad_male,0.3828125,0.3703125,0.25234375,0.61640625
Screenshot-2025-03-28-023955_png.rf.be31b656986523da37d26f01f989aa25.jpg,train,2,fear_female,0.8515625,0.4015625,0.221875,0.69921875
Screenshot-2025-04-11-234026_png.rf.3196e7e250820577611e51e0eb25b534.jpg,train,7,sad_male,0.52578125,0.4234375,0.68046875,0.76328125
Screenshot-2025-03-31-101830_png.rf.c4657aaca55b8755c95a85e77f210b95.jpg,train,10,surprised_female,0.43515625,0.56796875,0.4390625,0.84296875
Screenshot-2025-04-08-010605_png.rf.1273e26d1a59926e5c8431a9b93889fc.jpg,train,1,angry_male,0.31953125,0.41953125,0.4484375,0.6375
Screenshot-2025-04-11-234336_png.rf.4d0510e6025a68aebf4a8ed3d5687793.jpg,train,7,sad_male,0.47265625,0.440625,0.659375,0.8203125
Screenshot-2025-04-02-011421_png.rf.948e3c01723b4c355d0be2f41e9e24cf.jpg,train,6,sad_female,0.4578125,0.40390625,0.47734375,0.70859375
Screenshot-2025-03-28-023457_png.rf.562f4d9b63060576d2a6aa7ed05212ec.jpg,train,3,fear_male,0.34765625,0.26875,0.28515625,0.46953125
Screenshot-2025-04-07-002825_png.rf.dac8dea2a7a972d1c9aa6050ba03a5ad.jpg,train,2,fear_female,0.76640625,0.13125,0.2109375,0.2625
Screenshot-2025-04-07-002825_png.rf.dac8dea2a7a972d1c9aa6050ba03a5ad.jpg,train,2,fear_female,0.21328125,0.6734375,0.203125,0.225
Screenshot-2025-04-07-002825_png.rf.dac8dea2a7a972d1c9aa6050ba03a5ad.jpg,train,2,fear_female,0.5640625,0.796875,0.23203125,0.3453125
Screenshot-2025-04-07-002825_png.rf.dac8dea2a7a972d1c9aa6050ba03a5ad.jpg,train,2,fear_female,0.8546875,0.72890625,0.246875,0.35703125
Screenshot-2025-03-29-031118_png.rf.021a766410c759aa909784d8233dc1bb.jpg,train,4,happy_female,0.4203125,0.17578125,0.1796875,0.22734375
Screenshot-2025-03-29-031118_png.rf.021a766410c759aa909784d8233dc1bb.jpg,train,5,happy_male,0.40078125,0.5109375,0.20859375,0.27109375
Screenshot-2025-04-07-164650_png.rf.126d77efe5797bcdc7746907de4bea68.jpg,train,0,angry_female,0.1828125,0.365625,0.1828125,0.51328125
Screenshot-2025-04-07-164650_png.rf.126d77efe5797bcdc7746907de4bea68.jpg,train,0,angry_female,0.76484375,0.3515625,0.2328125,0.6390625
Screenshot-2025-04-07-010722_png.rf.1f094b582b5a08994ae3bcb33da82bc5.jpg,train,11,surprised_male,0.13203125,0.5,0.2015625,1
Screenshot-2025-04-07-010722_png.rf.1f094b582b5a08994ae3bcb33da82bc5.jpg,train,11,surprised_male,0.375,0.36796875,0.14375,0.70625
Screenshot-2025-04-07-010722_png.rf.1f094b582b5a08994ae3bcb33da82bc5.jpg,train,11,surprised_male,0.63203125,0.2921875,0.11171875,0.46015625
Screenshot-2025-04-07-010722_png.rf.1f094b582b5a08994ae3bcb33da82bc5.jpg,train,11,surprised_male,0.89453125,0.3421875,0.10625,0.5625
Screenshot-2025-03-30-131523_png.rf.109758033a911e3cb283be7342c17a94.jpg,train,6,sad_female,0.46875,0.3546875,0.628125,0.709375
Screenshot-2025-03-27-222221_png.rf.a6907290dfb44ccd52dd6f0dc0724c6e.jpg,train,2,fear_female,0.73125,0.46171875,0.33203125,0.5234375
Screenshot-2025-03-29-031802_png.rf.cf470c22bdd50660b4388b0a50878e83.jpg,train,4,happy_female,0.4796875,0.29140625,0.13828125,0.2078125
Screenshot-2025-03-29-031802_png.rf.cf470c22bdd50660b4388b0a50878e83.jpg,train,4,happy_female,0.2703125,0.46875,0.13359375,0.24140625
Screenshot-2025-03-29-031802_png.rf.cf470c22bdd50660b4388b0a50878e83.jpg,train,5,happy_male,0.8390625,0.41796875,0.2546875,0.34609375
Screenshot-2025-03-30-230123_png.rf.bbecaa2c6a3794ab7890a6bb72c193ef.jpg,train,9,sleepy_male,0.44609375,0.46640625,0.59375,0.7765625
Screenshot-2025-03-30-230949_png.rf.903d3ca0c1ddb196282059cfa7bc0b7d.jpg,train,9,sleepy_male,0.7265625,0.20546875,0.27421875,0.2296875
Screenshot-2025-03-30-230949_png.rf.903d3ca0c1ddb196282059cfa7bc0b7d.jpg,train,9,sleepy_male,0.5109375,0.728125,0.321875,0.22109375
Screenshot-2025-04-12-115015_png.rf.77cc516fa8bcd912def18e7a2e1c2790.jpg,train,8,sleepy_female,0.55859375,0.39453125,0.8828125,0.784375
Screenshot-2025-04-11-235027_png.rf.4efd096a4883470aa120de08b1f9ba64.jpg,train,7,sad_male,0.190625,0.45703125,0.33515625,0.8484375
Screenshot-2025-04-11-235027_png.rf.4efd096a4883470aa120de08b1f9ba64.jpg,train,7,sad_male,0.78359375,0.46015625,0.39296875,0.9
Screenshot-2025-04-07-011749_png.rf.41e51312586820ccc693b59c2ad875fa.jpg,train,11,surprised_male,0.1109375,0.44765625,0.13046875,0.79765625
Screenshot-2025-04-07-011749_png.rf.41e51312586820ccc693b59c2ad875fa.jpg,train,11,surprised_male,0.4703125,0.35859375,0.1046875,0.6
Screenshot-2025-04-07-011749_png.rf.41e51312586820ccc693b59c2ad875fa.jpg,train,11,surprised_male,0.8765625,0.3828125,0.10703125,0.62890625
Screenshot-2025-04-07-163456_png.rf.3ef444a656a04de251b94c03f6e51c67.jpg,train,0,angry_female,0.50625,0.3875,0.81015625,0.77421875
Screenshot-2025-03-31-025003_png.rf.ca13af6833d7303bcdb226907b9a86db.jpg,train,8,sleepy_female,0.47421875,0.50859375,0.7375,0.93359375
Screenshot-2025-03-29-192029_png.rf.9a812a86f5764d327c5b6f6d5b18f11f.jpg,train,5,happy_male,0.29140625,0.2953125,0.3953125,0.553125
Screenshot-2025-04-07-002916_png.rf.1c59e6c0aa3a22e19c4de3f8c3863c8f.jpg,train,2,fear_female,0.09609375,0.3484375,0.1328125,0.575
Screenshot-2025-04-07-002916_png.rf.1c59e6c0aa3a22e19c4de3f8c3863c8f.jpg,train,2,fear_female,0.48828125,0.32265625,0.1265625,0.50703125
Screenshot-2025-04-07-002916_png.rf.1c59e6c0aa3a22e19c4de3f8c3863c8f.jpg,train,2,fear_female,0.903125,0.32265625,0.125,0.50703125
Screenshot-2025-04-07-011932_png.rf.55e147b610f0f30ccd1f01859c81dc68.jpg,train,11,surprised_male,0.07578125,0.40703125,0.1375,0.746875
Screenshot-2025-04-07-011932_png.rf.55e147b610f0f30ccd1f01859c81dc68.jpg,train,11,surprised_male,0.5125,0.4296875,0.15625,0.83671875
Screenshot-2025-04-07-011932_png.rf.55e147b610f0f30ccd1f01859c81dc68.jpg,train,11,surprised_male,0.91328125,0.45390625,0.12421875,0.9078125
Screenshot-2025-03-30-033013_png.rf.6cfc73dffe80ce406418d73271bf43cf.jpg,train,6,sad_female,0.25625,0.50703125,0.43125,0.9859375
Screenshot-2025-03-30-033013_png.rf.6cfc73dffe80ce406418d73271bf43cf.jpg,train,7,sad_male,0.728125,0.46015625,0.34296875,0.76875
Screenshot-2025-03-30-030042_png.rf.1984025164aaf53855aa4fa5a29bab07.jpg,train,0,angry_female,0.1421875,0.44921875,0.159375,0.7859375
Screenshot-2025-03-30-030042_png.rf.1984025164aaf53855aa4fa5a29bab07.jpg,train,0,angry_female,0.50390625,0.29765625,0.0828125,0.43125
Screenshot-2025-03-30-030042_png.rf.1984025164aaf53855aa4fa5a29bab07.jpg,train,0,angry_female,0.88671875,0.3921875,0.14765625,0.57734375
Screenshot-2025-04-02-011359_png.rf.ee2f0dda90e71ae0cf75c490eb28e084.jpg,train,6,sad_female,0.4828125,0.26328125,0.3015625,0.41328125
Screenshot-2025-04-07-023944_png.rf.ad3a185c1701502133016acd352baf98.jpg,train,4,happy_female,0.4125,0.37421875,0.4875,0.68515625
Screenshot-2025-04-07-023931_png.rf.5744fe81935a2a888cece63960a51772.jpg,train,4,happy_female,0.0859375,0.52265625,0.14453125,0.6953125
Screenshot-2025-04-07-023931_png.rf.5744fe81935a2a888cece63960a51772.jpg,train,4,happy_female,0.5140625,0.44453125,0.15234375,0.80078125
Screenshot-2025-04-07-023931_png.rf.5744fe81935a2a888cece63960a51772.jpg,train,4,happy_female,0.89921875,0.4203125,0.08828125,0.44375
Screenshot-2025-03-29-190935_png.rf.6dde4b9d0fa79e04c7a7c6492c168fa9.jpg,train,5,happy_male,0.4265625,0.39375,0.43125,0.67890625
Screenshot-2025-03-31-094445_png.rf.641cf100ab87af9a1c355f117c612208.jpg,train,10,surprised_female,0.49921875,0.3296875,0.3015625,0.5296875
Screenshot-2025-03-27-221141_png.rf.b7afea985d8952da81dc4725ff05db3a.jpg,train,2,fear_female,0.2453125,0.49296875,0.2734375,0.9859375
Screenshot-2025-03-27-221141_png.rf.b7afea985d8952da81dc4725ff05db3a.jpg,train,2,fear_female,0.75859375,0.33984375,0.21796875,0.67890625
Screenshot-2025-03-27-200501_png.rf.31e01921a9f01faf4ca16e811affffca.jpg,train,2,fear_female,0.14375,0.33984375,0.07109375,0.36796875
Screenshot-2025-03-27-200501_png.rf.31e01921a9f01faf4ca16e811affffca.jpg,train,2,fear_female,0.859375,0.340625,0.10859375,0.66953125
Screenshot-2025-03-27-200417_png.rf.74fb9dc5a38dd18460e34840a64357f9.jpg,train,2,fear_female,0.603125,0.3359375,0.3125,0.5421875
Screenshot-2025-03-28-024135_png.rf.30cbbbf880bf1b5d819f0663f9626a0b.jpg,train,3,fear_male,0.146875,0.3546875,0.07265625,0.340625
Screenshot-2025-03-28-024135_png.rf.30cbbbf880bf1b5d819f0663f9626a0b.jpg,train,2,fear_female,0.19375,0.39921875,0.065625,0.25078125
Screenshot-2025-03-28-024135_png.rf.30cbbbf880bf1b5d819f0663f9626a0b.jpg,train,2,fear_female,0.85078125,0.30234375,0.109375,0.50625
Screenshot-2025-04-11-224546_png.rf.225a64b4ddd92a11281c5395e772b51c.jpg,train,6,sad_female,0.4984375,0.409375,0.7078125,0.76796875
Screenshot-2025-03-29-030620_png.rf.1b9f7b997cdb63a2a02ae8c8ead2433e.jpg,train,4,happy_female,0.253125,0.52578125,0.1375,0.41171875
Screenshot-2025-03-29-030620_png.rf.1b9f7b997cdb63a2a02ae8c8ead2433e.jpg,train,4,happy_female,0.7890625,0.31953125,0.14765625,0.50546875
Screenshot-2025-03-30-224748_png.rf.cbc295ce530d514096d7b303ea2d79af.jpg,train,8,sleepy_female,0.18984375,0.5109375,0.33515625,0.978125
Screenshot-2025-03-30-224748_png.rf.cbc295ce530d514096d7b303ea2d79af.jpg,train,8,sleepy_female,0.56484375,0.52265625,0.14453125,0.5109375
Screenshot-2025-03-30-224748_png.rf.cbc295ce530d514096d7b303ea2d79af.jpg,train,8,sleepy_female,0.82265625,0.28125,0.12421875,0.50078125
Screenshot-2025-04-01-022828_png.rf.1372f976478f9767be6fd79bc7ab6e58.jpg,train,0,angry_female,0.50859375,0.45625,0.49453125,0.871875
Screenshot-2025-04-08-010413_png.rf.ecebf0e716a6fc8df1f34463e27947b4.jpg,train,1,angry_male,0.1984375,0.50546875,0.30078125,0.8046875
Screenshot-2025-04-08-010413_png.rf.ecebf0e716a6fc8df1f34463e27947b4.jpg,train,1,angry_male,0.8265625,0.49375,0.33125,0.8640625
Screenshot-2025-04-08-010413_png.rf.ecebf0e716a6fc8df1f34463e27947b4.jpg,train,1,angry_male,0.5171875,0.42734375,0.3375,0.70546875
Screenshot-2025-03-29-031457_png.rf.b938acf6a3471b5f96760d35c863fd60.jpg,train,4,happy_female,0.51484375,0.3671875,0.3,0.39609375
Screenshot-2025-03-28-001509_png.rf.a14b83d698c061832f532f22a39fc550.jpg,train,2,fear_female,0.49296875,0.40625,0.16484375,0.246875
Screenshot-2025-04-12-122927_png.rf.f91e111998c896da573c58436f627454.jpg,train,9,sleepy_male,0.51328125,0.45625,0.78671875,0.7859375
Screenshot-2025-04-02-014422_png.rf.3e79ced4d664b8992e896015fc0ce20e.jpg,train,0,angry_female,0.50703125,0.47734375,0.57421875,0.81171875
Screenshot-2025-04-11-233426_png.rf.b3cd704d5de8a6bad621e1def7b91f69.jpg,train,7,sad_male,0.16796875,0.35546875,0.20859375,0.63828125
Screenshot-2025-04-11-233426_png.rf.b3cd704d5de8a6bad621e1def7b91f69.jpg,train,7,sad_male,0.80390625,0.48671875,0.2515625,0.8390625
Screenshot-2025-04-08-010432_png.rf.259f2fbd6531a2c6fae1179b57304214.jpg,train,1,angry_male,0.1890625,0.39921875,0.14921875,0.575
Screenshot-2025-04-08-010432_png.rf.259f2fbd6531a2c6fae1179b57304214.jpg,train,1,angry_male,0.7734375,0.353125,0.1546875,0.60703125
Screenshot-2025-03-30-133522_png.rf.4a49979002ee93721bada9a435052747.jpg,train,7,sad_male,0.2140625,0.33515625,0.21484375,0.384375
Screenshot-2025-03-30-133522_png.rf.4a49979002ee93721bada9a435052747.jpg,train,6,sad_female,0.82109375,0.31015625,0.175,0.44296875
Screenshot-2025-03-30-022931_png.rf.42225d425848b5e3f8916f8d5a90a8ea.jpg,train,1,angry_male,0.4546875,0.47890625,0.4859375,0.71640625
Screenshot-2025-04-07-021334_png.rf.1dc073bdc3b929ab2e3047b5f37d2031.jpg,train,10,surprised_female,0.1515625,0.3125,0.14140625,0.5578125
Screenshot-2025-04-07-021334_png.rf.1dc073bdc3b929ab2e3047b5f37d2031.jpg,train,10,surprised_female,0.77734375,0.31875,0.13828125,0.4875
Screenshot-2025-04-07-024902_png.rf.24b865f82ec09af7d381573b6dda5323.jpg,train,5,happy_male,0.15078125,0.4046875,0.23125,0.5515625
Screenshot-2025-04-07-024902_png.rf.24b865f82ec09af7d381573b6dda5323.jpg,train,5,happy_male,0.7828125,0.51484375,0.29375,0.93203125
Screenshot-2025-03-27-220620_png.rf.d4850ec69667f614cac3050bae3233f1.jpg,train,3,fear_male,0.21640625,0.2984375,0.090625,0.3875
Screenshot-2025-03-27-220620_png.rf.d4850ec69667f614cac3050bae3233f1.jpg,train,3,fear_male,0.51953125,0.7390625,0.08125,0.390625
Screenshot-2025-03-27-220620_png.rf.d4850ec69667f614cac3050bae3233f1.jpg,train,3,fear_male,0.72734375,0.6546875,0.09375,0.5078125
Screenshot-2025-03-27-220620_png.rf.d4850ec69667f614cac3050bae3233f1.jpg,train,3,fear_male,0.90703125,0.6890625,0.0765625,0.42421875
Screenshot-2025-03-27-220620_png.rf.d4850ec69667f614cac3050bae3233f1.jpg,train,2,fear_female,0.62109375,0.65078125,0.0875,0.4046875
Screenshot-2025-03-27-220620_png.rf.d4850ec69667f614cac3050bae3233f1.jpg,train,2,fear_female,0.8234375,0.66640625,0.0734375,0.409375
Screenshot-2025-04-07-024326_png.rf.23e23036a8bc20c8950b62e05f603b53.jpg,train,5,happy_male,0.128125,0.50703125,0.190625,0.91953125
Screenshot-2025-04-07-024326_png.rf.23e23036a8bc20c8950b62e05f603b53.jpg,train,5,happy_male,0.42265625,0.46484375,0.2453125,0.9296875
Screenshot-2025-04-07-024326_png.rf.23e23036a8bc20c8950b62e05f603b53.jpg,train,5,happy_male,0.66953125,0.31640625,0.1,0.575
Screenshot-2025-04-07-024326_png.rf.23e23036a8bc20c8950b62e05f603b53.jpg,train,5,happy_male,0.82734375,0.240625,0.090625,0.4515625
Screenshot-2025-04-07-024326_png.rf.23e23036a8bc20c8950b62e05f603b53.jpg,train,5,happy_male,0.96015625,0.31953125,0.07890625,0.4046875
Screenshot-2025-03-27-222244_png.rf.f58eda8c87fc291c7013a79069f8c43c.jpg,train,3,fear_male,0.28828125,0.3390625,0.14375,0.415625
Screenshot-2025-03-27-222244_png.rf.f58eda8c87fc291c7013a79069f8c43c.jpg,train,2,fear_female,0.8125,0.40546875,0.1703125,0.715625
Screenshot-2025-04-07-165511_png.rf.a25d3b25cd6540036dc3fa334426ba1d.jpg,train,0,angry_female,0.165625,0.43671875,0.1625,0.60078125
Screenshot-2025-04-07-165511_png.rf.a25d3b25cd6540036dc3fa334426ba1d.jpg,train,0,angry_female,0.80390625,0.48515625,0.23203125,0.79453125
Screenshot-2025-03-30-025819_png.rf.4ebdfa00ec14c9651f23ebf1f26dff1c.jpg,train,0,angry_female,0.50546875,0.43515625,0.33203125,0.64296875
Screenshot-2025-04-11-233846_png.rf.52890363131f6c5ad4e4b985ceba99a8.jpg,train,7,sad_male,0.52578125,0.47578125,0.8421875,0.83359375
Screenshot-2025-03-29-191556_png.rf.1e9f807e33f96c02789d03a595d3c77e.jpg,train,5,happy_male,0.86171875,0.39140625,0.1375,0.47890625
Screenshot-2025-03-29-191556_png.rf.1e9f807e33f96c02789d03a595d3c77e.jpg,train,4,happy_female,0.2046875,0.36953125,0.23203125,0.6671875
